batch_id,timestamp,store_id,store_name,store_type,address,lat,lng,in_store_stock,sap_stock,price,mrp
20260319_000501,2026-03-19 00:05:06,13,Sun Plaza (FPS),FairPrice,"30 Sembawang Drive, #B1-01/02 Sun Plaza, 757713",1.4481966623789,103.819498634275,28,31,3.75,4.95
20260319_000456,2026-03-19 00:05:06,41,Geylang Lorong 38,FairPrice,612/620 Geylang Lorong 38 389551,1.31415001272084,103.888544866086,2,2,3.75,4.95
20260319_000456,2026-03-19 00:05:07,44,PSA Branch,FairPrice,"460 Alexandra Road, #01-09 and #01-16, 119963",1.27414893629254,103.801399416665,36,36,3.75,4.95
20260319_000501,2026-03-19 00:05:07,14,Waterway Point,FairPrice Finest,"83 Punggol Central #B2-32 Waterway Point, 828761",1.40653611690554,103.901988178171,308,308,3.75,4.95
20260319_000501,2026-03-19 00:05:07,16,Bishan Blk 510,FairPrice,"Blk 510 Bishan St 13 #01-520, 570510",1.34863,103.84989,-1,-1,0,0
20260319_000456,2026-03-19 00:05:07,45,Hyper Changi (FPS),FairPrice Xtra,"8 Changi Business Park Ave 1, #01-51 & #02-51, 486018",1.334822667363,103.963905761359,214,256,3.75,4.95
20260319_000501,2026-03-19 00:05:08,17,Hyper Sports Hub (FFS),FairPrice Xtra,"1 Stadium Place, #01-29 Singapore Sports Hub, 397628",1.30307515150401,103.873149707591,0,242,3.75,4.95
20260319_000456,2026-03-19 00:05:08,46,Zhong Shan Park,FairPrice,"20 Ah Hood Road #02-01 Zhong Shan Park, 329984",1.32809,103.84753,14,14,3.75,4.95
20260319_000501,2026-03-19 00:05:08,18,Serangoon View,FairPrice,"Blk 476 Upper Serangoon View, #02-18, 530476",1.37735,103.90372,1,1,3.75,4.95
20260319_000456,2026-03-19 00:05:08,47,Chinatown Point,FairPrice,"133 New Bridge Road, #B1-01 Chinatown Point, 059413",1.28526967945116,103.845037770312,2,2,3.75,4.95
20260319_000501,2026-03-19 00:05:09,19,Sembawang Way,FairPrice,"Blk 355 Sembawang Way #01-01, 750355",1.44954485621129,103.81872759237,0,0,3.75,4.95
20260319_000456,2026-03-19 00:05:09,50,Valley Point,FairPrice Finest,"491 River Valley Road #01-14 Valley Point, 248371",1.29304,103.82693,47,47,3.75,4.95
20260319_000456,2026-03-19 00:05:09,58,Yew Tee MRT,FairPrice Finest,"61 Choa Chu Kang Drive, #01-01 Yew Tee MRT Station, 689715",1.39753506936297,103.747405150236,38,38,3.75,4.95
20260319_000501,2026-03-19 00:05:09,20,Changi Airport T3,FairPrice Finest,"65 Airport Boulevard, Basement 2 North Unit B2L52, #B2-10, Terminal 3, 819663",1.35622640396404,103.986102046442,19,19,3.75,4.95
20260319_000501,2026-03-19 00:05:10,21,Dover,FairPrice,"Blk 28 Dover Crescent, #01-83, 130028",1.3047635676742,103.781697199348,-1,-1,0,0
20260319_000456,2026-03-19 00:05:10,60,Tai Seng,FairPrice,"18 Tai Seng Street, Mapletree 18 #B1-13, 539775",1.33631557522577,103.888825620348,179,179,3.75,4.95
20260319_000501,2026-03-19 00:05:10,22,Upper Boon Keng,FairPrice,"Blk 5 Upper Boon Keng Road, #01-05, 380005",1.31264014497827,103.872418973561,0,0,3.75,4.95
20260319_000456,2026-03-19 00:05:10,66,Punggol Oasis (FFS),FairPrice,"681 Punggol Drive Oasis Terraces, #B1-01, 820681",1.4028784582503,103.913195741417,192,192,3.75,4.95
20260319_000501,2026-03-19 00:05:11,23,Compassvale Link,FairPrice,"Blk 277C Compassvale Link, #01-13, 543277",1.38185,103.89393,73,73,3.75,4.95
20260319_000456,2026-03-19 00:05:11,67,Ghim Moh Link,FairPrice,"Blk 29A, Ghim Moh Link, #01-01, 271029",1.30849288050575,103.784598100953,2,2,3.75,4.95
20260319_000501,2026-03-19 00:05:11,24,Lorong Limau,FairPrice,"Blk 80 Lorong Limau, #01-191, 320080",1.32379607125113,103.855670620709,57,57,3.75,4.95
20260319_000456,2026-03-19 00:05:11,70,Northpoint City,FairPrice,"1 Northpoint Drive, Northpoint City, #B2-103 to 107, 768019",1.42790289991304,103.836177650973,36,36,3.75,4.95
20260319_000501,2026-03-19 00:05:12,25,Buona Vista CC,FairPrice,"Blk 36 Holland Drive, #01-03/04/05, 270036",1.30922984207133,103.792660857646,11,11,3.75,4.95
20260319_000456,2026-03-19 00:05:12,74,Our Tampines Hub,FairPrice,"1 Tampines Walk, Our Tampines Hub, #B1-01, 528523",1.35330030677679,103.940525443768,5,5,3.75,4.95
20260319_000501,2026-03-19 00:05:12,26,Yew Tee Point,FairPrice,"21 Choa Chu Kang North 6, Yew Tee Point, #B1-01, 689578",1.39696992276974,103.746443198224,182,182,3.75,4.95
20260319_000456,2026-03-19 00:05:12,76,Jurong East 345,FairPrice,"Blk 345 Jurong East St 31, #01-29, 600345",1.34551209957175,103.731219147654,20,20,3.75,4.95
20260319_000501,2026-03-19 00:05:13,27,Joo Chiat Complex,FairPrice,"Blk 2 Joo Chiat Road #01-1139/#02-1139, Joo Chiat Complex, 420002",1.31570632173317,103.899054062785,0,0,3.75,4.95
20260319_000456,2026-03-19 00:05:13,80,Boon Lay Shopping Complex,FairPrice,"Blk 221 Boon Lay Place #02-200 Boon Lay Shopping Complex, 640221",1.34633552457315,103.712430373455,41,41,3.75,4.95
20260319_000501,2026-03-19 00:05:13,28,City Square Mall,FairPrice,"180 Kitchener Road, City Square Mall, #B1-09/10, 208539",1.31139,103.85661,-1,-1,0,0
20260319_000456,2026-03-19 00:05:13,82,Bedok North,FairPrice,"Blk 212 Bedok North St 1, #01-147, 460212",1.326,103.93161,3,3,3.75,4.95
20260319_000501,2026-03-19 00:05:14,29,Kang Kar Mall,FairPrice,"100 Hougang Ave 10 #01-01/#02-01, Kang Kar Mall, 538767",1.37167,103.89435,62,62,3.75,4.95
20260319_000456,2026-03-19 00:05:14,85,Bukit Timah Plaza,FairPrice Finest,8QQH+78 Singapore,1.3381878647609,103.778269921461,81,81,3.75,4.95
20260319_000501,2026-03-19 00:05:14,30,Canberra Road Blk 511,FairPrice,"Blk 511 Canberra Road, #02-03, 750511",1.45384518789713,103.819543381113,2,2,3.75,4.95
20260319_000456,2026-03-19 00:05:14,87,Clementi A (Blk 451),FairPrice,"Blk 451 Clementi Ave 3, #01-307, 120451",1.31264,103.76567,17,17,3.75,4.95
20260319_000501,2026-03-19 00:05:15,31,Eunos Crescent Blk 5,FairPrice,"Blk 5 Eunos Crescent #01-2619/21, 400005",1.32119096792679,103.90355416253,-1,-1,0,0
20260319_000456,2026-03-19 00:05:15,90,Eastpoint,FairPrice,"3 Simei Street 6, Singapore 528833",1.3427357662661,103.9530428310648,147,147,3.75,4.95
20260319_000501,2026-03-19 00:05:15,34,Nex,FairPrice Xtra,"23 Serangoon Central, #03-42 Nex Mall, 556083",1.35064,103.87181,243,243,3.75,4.95
20260319_000456,2026-03-19 00:05:15,91,Geylang East,FairPrice,"Blk 114 Aljunied Ave 2, #01-75, 380114",1.32172296225797,103.886811795181,48,48,3.75,4.95
20260319_000501,2026-03-19 00:05:16,35,The Clementi Mall,FairPrice Finest,3155 Commonwealth Avenue West #B1-12/13/14 The Clementi Mall 129588,1.31489619633966,103.764423054189,123,123,3.75,4.95
20260319_000501,2026-03-19 00:05:16,36,MyVillage,FairPrice Finest,"1 Maju Ave #B1-11 to #B1-K09 Serangoon Garden Village, 556679",1.36511490572797,103.865159501442,11,11,3.75,4.95
20260319_000456,2026-03-19 00:05:16,92,Blk 202 Hougang St 21,FairPrice Finest,"Blk 202 Hougang St 21#01-00, 530202",1.35744,103.88364,21,21,3.75,4.95
20260319_000501,2026-03-19 00:05:17,39,Bishan North Blk 279,FairPrice,"Blk 279 Bishan St 24, #01-62/64, 570279",1.35722283118337,103.843785252615,51,51,3.75,4.95
20260319_000456,2026-03-19 00:05:17,94,Hougang Mall,FairPrice,"90 Hougang Ave 10, Hougang Mall, #B1-07, 538766",1.37231186447501,103.893667309307,2,2,3.75,4.95
20260319_000501,2026-03-19 00:05:17,40,Lengkong Tiga,FairPrice,"Blk 110 Lengkong Tiga, #01-233/235, 410110",1.3236534523481,103.910853633161,-1,-1,0,0
20260319_000456,2026-03-19 00:05:17,98,Jurong West St 41,FairPrice,"498 Jurong West Street 41, #01-426, Singapore 640498",1.34833335760515,103.724307319237,19,19,3.75,4.95
20260319_000501,2026-03-19 00:05:18,41,Geylang Lorong 38,FairPrice,612/620 Geylang Lorong 38 389551,1.31415001272084,103.888544866086,2,2,3.75,4.95
20260319_000456,2026-03-19 00:05:18,99,Kallang Bahru,FairPrice,"Blk 71 Kallang Bahru, #01-529/#02-531, 330071",1.3209929422065,103.870389998344,40,40,3.75,4.95
20260319_000501,2026-03-19 00:05:18,43,Scotts Square,FairPrice Finest,"6 Scotts Road #B1-03 to 07 and #B1-10 Scotts Square, 228209",1.30579942993543,103.833074706219,-1,-1,0,0
20260319_000456,2026-03-19 00:05:18,103,Marine Parade,FairPrice Finest,"No. 6 Marine Parade Central, 449411",1.30153,103.90699,82,82,3.75,4.95
20260319_000501,2026-03-19 00:05:19,44,PSA Branch,FairPrice,"460 Alexandra Road, #01-09 and #01-16, 119963",1.27414893629254,103.801399416665,36,36,3.75,4.95
20260319_000456,2026-03-19 00:05:19,105,Serangoon North Ave 1,FairPrice,"Blk 152B Serangoon North Ave 1, #01-384, 552152",1.36979940374161,103.873033579046,23,23,3.75,4.95
20260319_000501,2026-03-19 00:05:19,45,Hyper Changi (FPS),FairPrice Xtra,"8 Changi Business Park Ave 1, #01-51 & #02-51, 486018",1.334822667363,103.963905761359,214,256,3.75,4.95
20260319_000456,2026-03-19 00:05:19,107,Tampines Blk 475,FairPrice,"Blk 475 Tampines St 44, #01-145, 520475",1.36032331939995,103.953129640464,51,51,3.75,4.95
20260319_000501,2026-03-19 00:05:20,46,Zhong Shan Park,FairPrice,"20 Ah Hood Road #02-01 Zhong Shan Park, 329984",1.32809,103.84753,14,14,3.75,4.95
20260319_000456,2026-03-19 00:05:20,108,Tampines Mall,FairPrice,"4 Tampines Central 5, #B1-12 Tampines Mall, 529510",1.35250468330971,103.944682574769,49,49,3.75,4.95
20260319_000501,2026-03-19 00:05:20,47,Chinatown Point,FairPrice,"133 New Bridge Road, #B1-01 Chinatown Point, 059413",1.28526967945116,103.845037770312,2,2,3.75,4.95
20260319_000456,2026-03-19 00:05:20,111,Tanjong Pagar Plaza,FairPrice,"Blk 1 Tanjong Pagar Plaza, #01-01, 082001",1.2756847511494,103.842433449984,1,1,3.75,4.95
20260319_000501,2026-03-19 00:05:20,48,100AM,FairPrice Finest,"100 Tras Street #B1-01 100AM, 079027",1.27852,103.84447,-1,-1,0,0
20260319_000501,2026-03-19 00:05:21,49,Woodlands Ave 1,FairPrice,"Blk 570B Woodlands Ave 1, #01-06, 732570",1.43106395485681,103.790454078756,-1,-1,0,0
20260319_000456,2026-03-19 00:05:21,112,Thomson Plaza,FairPrice Finest,"301 Upper Thomson Rd #03-37/38 Thomson Plaza, 574408",1.35464,103.83094,20,20,3.75,4.95
20260319_000501,2026-03-19 00:05:21,50,Valley Point,FairPrice Finest,"491 River Valley Road #01-14 Valley Point, 248371",1.29304,103.82693,47,47,3.75,4.95
20260319_000456,2026-03-19 00:05:21,113,Taman Jurong Shopping Centre,FairPrice,"Taman Jurong Shopping Centre, Blk 399 Yung Sheng Rd #01-35, 610399",1.3346654460572,103.720685511067,93,93,3.75,4.95
20260319_000501,2026-03-19 00:05:22,51,West Coast,FairPrice,"Blk 502 West Coast Drive, #01-41, 120502",1.31190695723944,103.759128018939,-1,-1,0,0
20260319_000456,2026-03-19 00:05:22,115,Whitesands,FairPrice,"1 Pasir Ris Central St 3, #B1-10 Whitesands, 518457",1.37257,103.95053,47,47,3.75,4.95
20260319_000501,2026-03-19 00:05:22,53,Redhill,FairPrice,"20 Lengkok Bahru, #01-13, 159053",1.28695647050586,103.814777617952,-1,-1,0,0
20260319_000456,2026-03-19 00:05:22,118,Hougang One,FairPrice Xtra,"No.1 Hougang St 91, #02-01 Hougang 1, 538692",1.37571530699875,103.879472337592,65,65,3.75,4.95
20260319_000501,2026-03-19 00:05:23,54,Jalan Bukit Merah,FairPrice,"1 Jalan Bukit Merah, #01-4500, 150001",1.28645354030174,103.808242400418,-1,-1,0,0
20260319_000456,2026-03-19 00:05:23,120,Rivervale Mall,FairPrice,"11 Rivervale Crescent, #03-01 Rivervale Mall, 545082",1.392,103.90498,69,69,3.75,4.95
20260319_000501,2026-03-19 00:05:23,55,Bukit Batok HT,FairPrice,"2 Bukit Batok West Ave 7 #01-10, HomeTeamNS Bukit Batok Clubhouse, 659003",1.34661755651366,103.746951747398,-1,-1,0,0
20260319_000456,2026-03-19 00:05:23,124,Orchard Grand Court,FairPrice,"131 Killiney Rd #01-01/02/03, Orchard Grand Court, 239571",1.29731616717126,103.838541255824,61,61,3.75,4.95
20260319_000501,2026-03-19 00:05:24,58,Yew Tee MRT,FairPrice Finest,"61 Choa Chu Kang Drive, #01-01 Yew Tee MRT Station, 689715",1.39753506936297,103.747405150236,38,38,3.75,4.95
20260319_000456,2026-03-19 00:05:24,125,Junction 8,FairPrice,9 Bishan Place #B1-01 Junction 8 Shopping Centre 579837,1.35042215656701,103.848826189269,21,21,3.75,4.95
20260319_000501,2026-03-19 00:05:24,60,Tai Seng,FairPrice,"18 Tai Seng Street, Mapletree 18 #B1-13, 539775",1.33631557522577,103.888825620348,179,179,3.75,4.95
20260319_000456,2026-03-19 00:05:24,129,Dawson Place,FairPrice,"Blk 57 Dawson Rd, #01-07 Dawson Place, 142057",1.2928,103.81093,62,62,3.75,4.95
20260319_000501,2026-03-19 00:05:25,61,SingPost Centre,FairPrice,"10 Eunos Road 8, SingPost Centre, #B1-101 to 107, 408600",1.31885611019401,103.89406715568,-1,-1,0,0
20260319_000501,2026-03-19 00:05:25,62,Toa Payoh Blk 95,FairPrice,"Blk 95 Toa Payoh Lorong 4, #01-64/70/72, 310095",1.33889072150034,103.848993316875,0,0,3.75,4.95
20260319_000456,2026-03-19 00:05:25,130,Tiong Bahru Plaza,FairPrice Finest,"302 Tiong Bahru Rd #B1-122 Tiong Bahru Plaza, 168732",1.28646345355064,103.826935079694,95,95,3.75,4.95
20260319_000501,2026-03-19 00:05:26,63,Bendemeer Road,FairPrice,"Blk 30 Bendemeer Road, #01-871, 330030",1.319303367127,103.86404981515,-1,-1,0,0
20260319_000456,2026-03-19 00:05:26,131,Depot,FairPrice,"Blk 108 Depot Rd #01-01, Depot Heights Shopping Centre, 108108",1.28084469467756,103.810292618353,57,57,3.75,4.95
20260319_000501,2026-03-19 00:05:26,65,111 Somerset,FairPrice Finest,"111 Somerset Road, #01-01/02, #01-21 to 30, 238164",1.30019,103.8373,-1,-1,0,0
20260319_000456,2026-03-19 00:05:26,132,Punggol Plaza,FairPrice,"168 Punggol Field Rd, Punggol Plaza #03-01/02, 820168",1.40511,103.90867,42,42,3.75,4.95
20260319_000456,2026-03-19 00:05:27,135,Serangoon Central,FairPrice,Blk 253 Serangoon Central Drive #01-241 550253,1.35403939780038,103.870851534185,36,36,3.75,4.95
20260319_000501,2026-03-19 00:05:27,66,Punggol Oasis (FFS),FairPrice,"681 Punggol Drive Oasis Terraces, #B1-01, 820681",1.4028784582503,103.913195741417,192,192,3.75,4.95
20260319_000501,2026-03-19 00:05:27,67,Ghim Moh Link,FairPrice,"Blk 29A, Ghim Moh Link, #01-01, 271029",1.30849288050575,103.784598100953,2,2,3.75,4.95
20260319_000456,2026-03-19 00:05:27,137,Pasir Ris West Plaza,FairPrice,"Blk 734 Pasir Ris St 72 #01-37, Pasir Ris West Plaza, 510734",1.37976754317116,103.936207567321,117,117,3.75,4.95
20260319_000456,2026-03-19 00:05:28,138,AMK Hub,FairPrice Xtra,"53 Ang Mo Kio Ave 3, #B2-40 Ang Mo Kio Hub, 569933",1.36938922690344,103.84847796594,14,14,3.75,4.95
20260319_000501,2026-03-19 00:05:28,68,Punggol Drive Blk 612,FairPrice,"612 Punggol Drive, #01-06, 820612",1.40461030856138,103.908465597491,0,0,3.75,4.95
20260319_000501,2026-03-19 00:05:28,69,Kampung Admiralty,FairPrice,"Blk 676 Woodlands Drive 71, #B1-02, Kampung Admiralty, 730676",1.43977701476241,103.800573459822,-1,-1,0,0
20260319_000456,2026-03-19 00:05:28,140,Tampines CC,FairPrice,"Blk 866A Tampines St 83, #01-01, 521866",1.35542177253675,103.934315234737,70,70,3.75,4.95
20260319_000501,2026-03-19 00:05:29,70,Northpoint City,FairPrice,"1 Northpoint Drive, Northpoint City, #B2-103 to 107, 768019",1.42790289991304,103.836177650973,36,36,3.75,4.95
20260319_000456,2026-03-19 00:05:29,141,Cambridge Blk 43,FairPrice,"Blk 43 Cambridge Road, #01-15, 210043",1.31536302699791,103.849434501824,18,18,3.75,4.95
20260319_000456,2026-03-19 00:05:29,142,Downtown East,FairPrice,e! Hub Downtown East 1 Pasir Ris Close #02-127 519599,1.3791271787808,103.955444758145,106,106,3.75,4.95
20260319_000501,2026-03-19 00:05:29,71,Jurong East Blk 249,FairPrice,"Blk 249 Jurong East St 24, #01-106, 600249",1.3425910516404,103.731994898696,0,0,3.75,4.95
20260319_000501,2026-03-19 00:05:30,73,Bukit Batok West,FairPrice,"Blk 166 Bukit Batok West Ave 8, #01-256/258, 650166",1.34715255032968,103.742824825591,-1,-1,0,0
20260319_000456,2026-03-19 00:05:30,156,Hillion Mall,FairPrice,"17 Petir Road, #B2-67, 678278",1.37834972034942,103.76274117487,7,7,3.75,4.95
20260319_000501,2026-03-19 00:05:31,74,Our Tampines Hub,FairPrice,"1 Tampines Walk, Our Tampines Hub, #B1-01, 528523",1.35330030677679,103.940525443768,5,5,3.75,4.95
20260319_000456,2026-03-19 00:05:31,165,FairPrice PFC,,"1 Joo Koon Cir, Singapore 629117",1.3271618610269,103.678279283036,434,434,3.75,4.95
20260319_000501,2026-03-19 00:05:31,76,Jurong East 345,FairPrice,"Blk 345 Jurong East St 31, #01-29, 600345",1.34551209957175,103.731219147654,20,20,3.75,4.95
20260319_000456,2026-03-19 00:05:31,166,Funan Mall,FairPrice Finest,6 Raffles Quay Singapore 048580,1.28181247914636,103.85138450513,4,4,3.75,4.95
20260319_000501,2026-03-19 00:05:32,77,Sengkang East Avenue,FairPrice,"Blk 279 Sengkang East Avenue, #01-05, 540279",1.38667,103.89302,-1,-1,0,0
20260319_000456,2026-03-19 00:05:32,167,VivoCity,FairPrice Xtra,"1 HarbourFront Walk, #B2-23/#01-23, VivoCity, 098585",1.2643737,103.8223184,6,6,3.75,4.95
20260319_000501,2026-03-19 00:05:32,78,Bukit Batok MRT,FairPrice,"10 Bukit Batok Central, #01-08, 659958",1.34903331201636,103.749566473809,-1,-1,0,0
20260319_000456,2026-03-19 00:05:32,168,Woodlands Civic Centre,FairPrice,900 South Woodlands Drive #B1-01 Woodlands Civic Centre 730900,1.4350778940091,103.786619615641,2,2,3.75,4.95
20260319_000501,2026-03-19 00:05:32,79,Bukit Ho Swee,FairPrice,"Blk 50 Havelock Rd, #01-755, 160050",1.28977813910144,103.826793749912,-1,-1,0,0
20260319_000456,2026-03-19 00:05:33,169,Toa Payoh Lorong 4,FairPrice,"Blk 192 Toa Payoh Lorong 4, #01-670/672, 310192",1.33160440678674,103.85051153757,16,16,3.75,4.95
20260319_000501,2026-03-19 00:05:33,80,Boon Lay Shopping Complex,FairPrice,"Blk 221 Boon Lay Place #02-200 Boon Lay Shopping Complex, 640221",1.34633552457315,103.712430373455,41,41,3.75,4.95
20260319_000456,2026-03-19 00:05:33,170,Hyper VivoCity (FFS),FairPrice Xtra,1 Harbourfront Walk Singapore 098585,1.26431382492761,103.82207343835,5,6,3.75,4.95
20260319_000501,2026-03-19 00:05:33,82,Bedok North,FairPrice,"Blk 212 Bedok North St 1, #01-147, 460212",1.326,103.93161,3,3,3.75,4.95
20260319_000456,2026-03-19 00:05:34,173,FairPrice Xtra JEM,FairPrice Xtra,"#B1-21/22 & B3-01, 50 Jurong Gateway Road, 608549",1.33329334473462,103.743278742341,6,6,3.75,4.95
20260319_000501,2026-03-19 00:05:34,83,Bedok Nth Blk 89,FairPrice,"Blk 89 Bedok North St 4, #01-77/79, 460089",1.3323468349262,103.938051284737,-1,-1,0,0
20260319_000501,2026-03-19 00:05:34,84,Bukit Panjang Plaza,FairPrice Finest,"No.1 Jelebu Rd, #01-15 & #02-20 Bukit Panjang Plaza, 677743",1.38050269662711,103.764004651432,-1,-1,0,0
20260319_000456,2026-03-19 00:05:34,174,PUNGGOL DRIVE OASIS,FairPrice,B1-01 Oasis Terraces 681 Punggol Drive Oasis Terraces 820681,1.40259581502678,103.912962428692,192,192,3.75,4.95
20260319_000501,2026-03-19 00:05:35,85,Bukit Timah Plaza,FairPrice Finest,8QQH+78 Singapore,1.3381878647609,103.778269921461,81,81,3.75,4.95
20260319_000456,2026-03-19 00:05:35,176,Paya Lebar Quarter,FairPrice Finest,"10 Paya Lebar Road, #B2-09 Paya Lebar Quarter, Singapore, 409057",1.31756115921,103.892836694432,2,2,3.75,4.95
20260319_000501,2026-03-19 00:05:35,87,Clementi A (Blk 451),FairPrice,"Blk 451 Clementi Ave 3, #01-307, 120451",1.31264,103.76567,17,17,3.75,4.95
20260319_000456,2026-03-19 00:05:35,177,Jewel Changi Airport,FairPrice Finest,78 Airport Boulevard #B2-205 to 208 Jewel Changi Airport 819666,1.35993782064432,103.990002942162,27,27,3.75,4.95
20260319_000501,2026-03-19 00:05:36,88,Clementi Blk 352,FairPrice,"Blk 352 Clementi Ave 2, #01-141/143, 120352",1.31427860227337,103.771350557894,-1,-1,0,0
20260319_000456,2026-03-19 00:05:36,179,Artra,FairPrice Finest,12 Alexandra View #01-18 Singapore 158736,1.29012765494819,103.816552347869,36,36,3.75,4.95
20260319_000456,2026-03-19 00:05:36,180,LeQuest,FairPrice Finest,4 Bukit Batok Street 41 #01-91/92 Singapore 657991,1.35594171176111,103.741127005764,3,3,3.75,4.95
20260319_000501,2026-03-19 00:05:36,89,Coronation Plaza (closed),FairPrice,"587 Bukit Timah Rd #01-01, Coronation Plaza, 269707",1.32383512178759,103.809999570047,-1,-1,0,0
20260319_000456,2026-03-19 00:05:37,184,Parkway Parade,FairPrice Xtra,"80 Marine Parade Rd, Singapore 449269",1.30106975506311,103.905279491524,117,117,3.75,4.95
20260319_000501,2026-03-19 00:05:37,90,Eastpoint,FairPrice,"3 Simei Street 6, Singapore 528833",1.3427357662661,103.9530428310648,147,147,3.75,4.95
20260319_000456,2026-03-19 00:05:37,186,Hyper Parkway (FFS),FairPrice Xtra,"80 Marine Parade Rd, Singapore 449269",1.301041960873,103.905505005847,117,117,3.75,4.95
20260319_000501,2026-03-19 00:05:37,91,Geylang East,FairPrice,"Blk 114 Aljunied Ave 2, #01-75, 380114",1.32172296225797,103.886811795181,48,48,3.75,4.95
20260319_000456,2026-03-19 00:05:38,190,Ang Mo Kio Ave 10 Blk 453,FairPrice,453 Ang Mo Kio Ave 10 Block 453 Singapore 560453,1.36858206013781,103.855983050439,2,2,3.75,4.95
20260319_000501,2026-03-19 00:05:38,92,Blk 202 Hougang St 21,FairPrice Finest,"Blk 202 Hougang St 21#01-00, 530202",1.35744,103.88364,21,21,3.75,4.95
20260319_000456,2026-03-19 00:05:38,191,Hyper Changi,FairPrice Xtra,"8 Changi Business Park Ave 1, #01-51 & #02-51, 486018",1.33491977663975,103.963653900382,256,256,3.75,4.95
20260319_000501,2026-03-19 00:05:38,93,Hougang Blk 682,FairPrice,"Blk 682 Hougang Ave 4, #01-310, 530682",1.37361830380888,103.885748856217,0,0,3.75,4.95
20260319_000456,2026-03-19 00:05:39,192,Hyper Sports Hub,FairPrice Xtra,"1 Stadium Place, #01-29 Singapore Sports Hub, 397628",1.30307515150401,103.873149707591,242,242,3.75,4.95
20260319_000501,2026-03-19 00:05:39,94,Hougang Mall,FairPrice,"90 Hougang Ave 10, Hougang Mall, #B1-07, 538766",1.37231186447501,103.893667309307,2,2,3.75,4.95
20260319_000501,2026-03-19 00:05:39,97,Jalan Teck Whye,FairPrice,"Blk 140 Teck Whye Lane, #01-351, 680140",1.38003057776619,103.753118416568,-1,-1,0,0
20260319_000456,2026-03-19 00:05:39,193,SUN PLAZA,FairPrice,"30 Sembawang Drive, #B1-01/02 Sun Plaza, 757713",1.4481966623789,103.819498634275,31,31,3.75,4.95
20260319_000501,2026-03-19 00:05:40,98,Jurong West St 41,FairPrice,"498 Jurong West Street 41, #01-426, Singapore 640498",1.34833335760515,103.724307319237,19,19,3.75,4.95
20260319_000456,2026-03-19 00:05:40,195,Bukit Merah Central,FairPrice,"166 Bukit Merah Central, #01-3531 & #02-3531, Singapore 150166",1.28309262574973,103.817667202586,59,59,3.75,4.95
20260319_000501,2026-03-19 00:05:40,99,Kallang Bahru,FairPrice,"Blk 71 Kallang Bahru, #01-529/#02-531, 330071",1.3209929422065,103.870389998344,40,40,3.75,4.95
20260319_000456,2026-03-19 00:05:40,196,Holland Village,FairPrice Finest,"Raffles Holland V Mall, B1, 118 Holland Ave, Singapore 278997",1.31056351530083,103.796107173318,48,48,3.75,4.95
20260319_000501,2026-03-19 00:05:41,100,Limbang Shopping Centre,FairPrice,"Blk 533 Choa Chu Kang St 51 #01-01, Limbang Shopping Centre, 680533",1.39207387937105,103.743099576162,-1,-1,0,0
20260319_000456,2026-03-19 00:05:41,198,Choa Chu Kang St 51,FairPrice,533 Choa Chu Kang Street 51 Singapore 680533,1.39207387937105,103.743099576162,2,2,3.75,4.95
20260319_000501,2026-03-19 00:05:41,101,Lot 1 Shoppers' Mall,FairPrice,"21 Choa Chu Kang Ave 4, #B1-05 Lot 1 Shoppers' Mall, 689812",1.38493874036122,103.745022476677,-1,-1,0,0
20260319_000456,2026-03-19 00:05:41,199,Wisteria Mall,FairPrice Finest,"598 Yishun Ring Road, #01-01 Wisteria Mall, 768698",1.41795288501536,103.841268831617,33,33,3.75,4.95
20260319_000501,2026-03-19 00:05:42,102,Marsiling MRT Station,FairPrice,"71 Woodlands Ave 3 #01-01, Marsiling MRT Station, 739044",1.43256,103.77416,-1,-1,0,0
20260319_000456,2026-03-19 00:05:42,200,Coronation Plaza,FairPrice Finest,587 Bukit Timah Rd #01-01 Singapore 269707,1.32383512178759,103.809999570047,32,32,3.75,4.95
20260319_000501,2026-03-19 00:05:42,103,Marine Parade,FairPrice Finest,"No. 6 Marine Parade Central, 449411",1.30153,103.90699,82,82,3.75,4.95
20260319_000456,2026-03-19 00:05:42,201,The Centrepoint,FairPrice Finest,176 Orchard Rd Singapore 238843,1.30218869495538,103.839586243597,148,148,3.75,4.95
20260319_000501,2026-03-19 00:05:43,104,New Upper Changi,FairPrice,"Blk 57 New Upper Changi Rd, #01-1334/1336/1338, 461057",1.32424554153984,103.941568704132,-1,-1,0,0
20260319_000456,2026-03-19 00:05:43,205,Senja Heights,FairPrice,"Blk 642 Senja Close #01-01, 670642",1.38712667134352,103.761961018682,28,28,3.75,4.95
20260319_000501,2026-03-19 00:05:43,105,Serangoon North Ave 1,FairPrice,"Blk 152B Serangoon North Ave 1, #01-384, 552152",1.36979940374161,103.873033579046,23,23,3.75,4.95
20260319_000456,2026-03-19 00:05:43,207,Sengkang Grand,FairPrice Finest,70 Compassvale Bow Buangkok Hawker Centre Singapore 544692,1.3825930614351,103.8921880745117,48,48,3.75,4.95
20260319_000501,2026-03-19 00:05:44,107,Tampines Blk 475,FairPrice,"Blk 475 Tampines St 44, #01-145, 520475",1.36032331939995,103.953129640464,51,51,3.75,4.95
20260319_000501,2026-03-19 00:05:44,108,Tampines Mall,FairPrice,"4 Tampines Central 5, #B1-12 Tampines Mall, 529510",1.35250468330971,103.944682574769,49,49,3.75,4.95
